TimeTag,FREQ_Hz,VLN_a_V,VLN_b_V,VLN_c_V,VLN_avg_V,VLL_ab_V,VLL_bc_V,VLL_ca_V,VLL_avg_V,I_a_A,I_b_A,I_c_A,I_n_A,I_avg_A,P_a_kW,P_b_kW,P_c_kW,P_kW,Q_a_kvar,Q_b_kvar,Q_c_kvar,Q_kvar,S_a_kVA,S_b_kVA,S_c_kVA,S_kVA,PF_a,PF_b,PF_c,PF,LEAD_PF_a,LEAD_PF_b,LEAD_PF_c,LEAD_PF,LAG_PF_a,LAG_PF_b,LAG_PF_c,LAG_PF,ANG_VLN_a,ANG_VLN_b,ANG_VLN_c,ANG_VLL_ab,ANG_VLL_bc,ANG_VLL_ca,ANG_I_a,ANG_I_b,ANG_I_c,MAG_SEQ_POS_V,MAG_SEQ_ZERO_V,MAG_SEQ_NEG_V,SEQ_ZERO_RATIO_V_%,UNBL_V_%,MAG_SEQ_POS_I,MAG_SEQ_ZERO_I,MAG_SEQ_NEG_I,SEQ_ZERO_RATIO_I_%,UNBL_I_%,ANG_SEQ_POS_V,ANG_SEQ_ZERO_V,ANG_SEQ_NEG_V,ANG_SEQ_POS_I,ANG_SEQ_ZERO_I,ANG_SEQ_NEG_I,THD_V_a_%,THD_V_b_%,THD_V_c_%,OTHD_V_a_%,OTHD_V_b_%,OTHD_V_c_%,ETHD_V_a_%,ETHD_V_b_%,ETHD_V_c_%,CF_V_a_%,CF_V_b_%,CF_V_c_%,THD_I_a_%,THD_I_b_%,THD_I_c_%,THD_I_n_%,OTHD_I_a_%,OTHD_I_b_%,OTHD_I_c_%,OTHD_I_n_%,ETHD_I_a_%,ETHD_I_b_%,ETHD_I_c_%,ETHD_I_n_%,TDD_I_a_%,TDD_I_b_%,TDD_I_c_%,TDD_I_n_%,CF_I_a_%,CF_I_b_%,CF_I_c_%,CF_I_n_%,KF_I_a_%,KF_I_b_%,KF_I_c_%,KF_I_n_%,FLICK_V_a,FLICK_V_b,FLICK_V_c,DMD_I_a_A,DMD_I_b_A,DMD_I_c_A,DMD_I_avg_A,DMD_P_a_kW,DMD_P_b_kW,DMD_P_c_kW,DMD_P_kW,DMD_Q_a_kvar,DMD_Q_b_kvar,DMD_Q_c_kvar,DMD_Q_kvar,DMD_S_a_kVA,DMD_S_b_kVA,DMD_S_c_kVA,DMD_S_kVA,EP_IMP_a_kWh,EP_IMP_b_kWh,EP_IMP_c_kWh,EP_IMP_kWh,EQ_IMP_a_kvarh,EQ_IMP_b_kvarh,EQ_IMP_c_kvarh,EQ_IMP_kvarh,EP_EXP_a_kWh,EP_EXP_b_kWh,EP_EXP_c_kWh,EP_EXP_kWh,EQ_EXP_a_kvarh,EQ_EXP_b_kvarh,EQ_EXP_c_kvarh,EQ_EXP_kvarh,EP_NET_a_kWh,EP_NET_b_kWh,EP_NET_c_kWh,EP_NET_kWh,EQ_NET_a_kvarh,EQ_NET_b_kvarh,EQ_NET_c_kvarh,EQ_NET_kvarh,EP_TOTAL_a_kWh,EP_TOTAL_b_kWh,EP_TOTAL_c_kWh,EP_TOTAL_kWh,EQ_TOTAL_a_kvarh,EQ_TOTAL_b_kvarh,EQ_TOTAL_c_kvarh,EQ_TOTAL_kvarh,ES_a_kVAh,ES_b_kVAh,ES_c_kVAh,ES_kVAh
2026-05-13 01:57,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,1.000,1.001,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-256.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.415,1.416,1.415,0.000,1.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,1.001,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.598,0.000,9.116,0.000,0.000,0.000,0.000,0.000,0.019,0.000,0.109,0.000,0.026,0.000,0.319,0.000,6.579,0.000,9.007,0.000,-0.026,0.000,-0.319,0.000,6.617,0.000,9.225,0.000,0.026,0.000,0.319,0.000,6.627,0.000,9.350,0.001
