TimeTag,FREQ_Hz,VLN_a_V,VLN_b_V,VLN_c_V,VLN_avg_V,VLL_ab_V,VLL_bc_V,VLL_ca_V,VLL_avg_V,I_a_A,I_b_A,I_c_A,I_avg_A,I_n_A,P_a_kW,P_b_kW,P_c_kW,P_kW,Q_a_kvar,Q_b_kvar,Q_c_kvar,Q_kvar,S_a_kVA,S_b_kVA,S_c_kVA,S_kVA,PF_a,PF_b,PF_c,PF,UNBL_V_%,UNBL_I_%,DMD_P_kW,DMD_Q_kvar,DMD_S_kVA,EP_IMP_kWh,EP_EXP_kWh,EQ_IMP_kvarh,EQ_EXP_kvarh,EP_TOTAL_kWh,EP_NET_kWh,EQ_TOTAL_kvarh,EQ_NET_kvarh,ES_kVAh,THD_V_a_%,THD_V_b_%,THD_V_c_%,THD_V_avg_%,THD_I_a_%,THD_I_b_%,THD_I_c_%,THD_I_avg_%,OTHD_V_a_%,ETHD_V_a_%,CF_V_a_%,THFF_V_a_%,OTHD_V_b_%,ETHD_V_b_%,CF_V_b_%,THFF_V_b_%,OTHD_V_c_%,ETHD_V_c_%,CF_V_c_%,THFF_V_c_%,OTHD_I_a_%,ETHD_I_a_%,KF_I_a_%,OTHD_I_b_%,ETHD_I_b_%,KF_I_b_%,OTHD_I_c_%,ETHD_I_c_%,KF_I_c_%,SEQ_POS_REAL_V,SEQ_POS_IMG_V,SEQ_NEG_REAL_V,SEQ_NEG_IMG_V,SEQ_ZERO_REAL_V,SEQ_ZERO_IMG_V,SEQ_POS_REAL_I,SEQ_POS_IMG_I,SEQ_NEG_REAL_I,SEQ_NEG_IMG_I,SEQ_ZERO_REAL_I,SEQ_ZERO_IMG_I,ANG_VLN_b,ANG_VLN_c,ANG_I_a,ANG_I_b,ANG_I_c,EP_IMP_a_kWh,EP_EXP_a_kWh,EP_IMP_b_kWh,EP_EXP_b_kWh,EP_IMP_c_kWh,EP_EXP_c_kWh,EQ_IMP_a_kvarh,EQ_EXP_a_kvarh,EQ_IMP_b_kvarh,EQ_EXP_b_kvarh,EQ_IMP_c_kvarh,EQ_EXP_c_kvarh,ES_a_kVAh,ES_b_kVAh,ES_c_kVAh
2026-05-13 01:57,50.000,99.987,0.000,0.000,99.987,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,2.000,0.100,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.100,-1.000,1.000,1.000,-1.000,0.000,0.000,0.100,0.000,0.100,95.700,0.900,4.300,2.000,96.900,94.700,6.400,1.600,106.700,0.010,0.000,0.000,0.000,0.020,0.000,0.000,0.000,0.010,0.010,1.416,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,29.900,329.900,0.000,59.900,300.000,0.800,0.000,0.500,0.000,0.500,0.000,0.000,0.000,0.000,0.300,0.300,0.000,0.800,0.000,0.000
